train_rmse,train_loss,epoch,step,val_rmse,val_loss
0.21013759076595306,0.05018066242337227,0,49,,
0.08033053576946259,0.00849718414247036,0,99,,
0.05180863291025162,0.00321849319152534,0,149,,
,,0,150,0.021402684971690178,0.0008672173717059195
0.03661356493830681,0.0020071726758033037,1,199,,
0.031639859080314636,0.0012473625829443336,1,249,,
0.03645968437194824,0.0015153090935200453,1,299,,
,,1,301,0.008544391952455044,0.00014614651445299387
0.026156505569815636,0.0009259982034564018,2,349,,
0.031963054090738297,0.0013677257811650634,2,399,,
0.02409665659070015,0.0007940426003187895,2,449,,
,,2,452,0.008293526247143745,0.0001242263097083196
0.02668675407767296,0.0009912371169775724,3,499,,
0.023415889590978622,0.0007492041913792491,3,549,,
0.02436523698270321,0.0008742017671465874,3,599,,
,,3,603,0.008741753175854683,0.00018566403014119714
0.021811317652463913,0.0007037931936793029,4,649,,
0.026705419644713402,0.0009468654170632362,4,699,,
0.01829586736857891,0.0004670099006034434,4,749,,
,,4,754,0.005905302241444588,0.00010532997839618474
0.020925670862197876,0.0007257829420268536,5,799,,
0.026222286745905876,0.0009507279610261321,5,849,,
0.017629392445087433,0.0005193135002627969,5,899,,
,,5,905,0.006768672727048397,0.00012953070108778775
0.01741534098982811,0.0004527155542746186,6,949,,
0.018517471849918365,0.0004778669972438365,6,999,,
0.019640423357486725,0.0004725633771158755,6,1049,,
,,6,1056,0.0063308775424957275,7.42728152545169e-05
0.020823657512664795,0.0005741969216614962,7,1099,,
0.019882358610630035,0.0005450950702652335,7,1149,,
0.014231650158762932,0.00032213865779340267,7,1199,,
,,7,1207,0.0077064987272024155,0.00021637843747157604
0.014194007962942123,0.0002950794296339154,8,1249,,
0.013700056821107864,0.0003077116562053561,8,1299,,
0.015350249595940113,0.00032596057280898094,8,1349,,
,,8,1358,0.005391160026192665,9.73329006228596e-05
0.01666429452598095,0.00040797507972456515,9,1399,,
0.012686719186604023,0.00026622312725521624,9,1449,,
0.01116153784096241,0.00020108488388359547,9,1499,,
,,9,1509,0.004673715680837631,5.456875805975869e-05
0.01492253690958023,0.00036496861139312387,10,1549,,
0.011869058944284916,0.00018788913439493626,10,1599,,
0.014348721131682396,0.0002779578207992017,10,1649,,
,,10,1660,0.005923483520746231,8.461241668555886e-05
0.01245073415338993,0.00022074059234000742,11,1699,,
0.018082013353705406,0.0004045329405926168,11,1749,,
0.017321383580565453,0.0003765238216146827,11,1799,,
,,11,1811,0.004951794631779194,6.710062734782696e-05
0.01628832146525383,0.00033417739905416965,12,1849,,
0.011692345142364502,0.00023077489458955824,12,1899,,
0.009850326925516129,0.00017511936312075704,12,1949,,
,,12,1962,0.004976123105734587,4.9073460104409605e-05
0.012576439417898655,0.0002307690738234669,13,1999,,
0.010269229300320148,0.00015829817857593298,13,2049,,
0.010049816220998764,0.00015278029604814947,13,2099,,
,,13,2113,0.0059733339585363865,4.755532063427381e-05
0.011040739715099335,0.00017958265380002558,14,2149,,
0.010142914950847626,0.00015573209384456277,14,2199,,
0.011514888145029545,0.00016684795264154673,14,2249,,
,,14,2264,0.006046655587852001,4.010552947875112e-05
0.014403501525521278,0.00024177833984140307,15,2299,,
0.013839607127010822,0.00023325298388954252,15,2349,,
0.008336009457707405,0.00013097349437884986,15,2399,,
,,15,2415,0.0047007338143885136,3.0401348340092227e-05
0.008565683849155903,0.00011119586997665465,16,2449,,
0.013368543237447739,0.00021452266082633287,16,2499,,
0.010126524604856968,0.00012790206528734416,16,2549,,
,,16,2566,0.004810905084013939,3.057000139961019e-05
0.009632216766476631,0.00013466403470374644,17,2599,,
0.00874277576804161,0.00011099637777078897,17,2649,,
0.014685935340821743,0.0002805953845381737,17,2699,,
,,17,2717,0.005574049428105354,4.110789086553268e-05
0.0077035571448504925,9.529179078526795e-05,18,2749,,
0.0095869991928339,0.00011558357800822705,18,2799,,
0.008183371275663376,9.969437815016136e-05,18,2849,,
,,18,2868,0.003657005960121751,1.654359402891714e-05
0.007253614254295826,8.396661723963916e-05,19,2899,,
0.008552594110369682,0.00011065206490457058,19,2949,,
0.007028438150882721,8.92569514689967e-05,19,2999,,
,,19,3019,0.0037111560814082623,2.263849637529347e-05
0.007314632646739483,7.490118150599301e-05,20,3049,,
0.007278815843164921,7.937129703350365e-05,20,3099,,
0.009125640615820885,0.00011611348600126803,20,3149,,
,,20,3170,0.0033844471909105778,1.3728726116823964e-05
0.007489807903766632,0.00010209734318777919,21,3199,,
0.006875419057905674,6.816964742029086e-05,21,3249,,
0.0078763822093606,9.213855082634836e-05,21,3299,,
,,21,3321,0.004589890129864216,2.8149946956546046e-05
0.006493709050118923,5.276407318888232e-05,22,3349,,
0.00686958571895957,7.352718967013061e-05,22,3399,,
0.007917521521449089,8.244438504334539e-05,22,3449,,
,,22,3472,0.004906941670924425,3.783032298088074e-05
0.008292760699987411,0.00010965388355543837,23,3499,,
0.007954479195177555,8.76090198289603e-05,23,3549,,
0.0062977103516459465,5.39658940397203e-05,23,3599,,
,,23,3623,0.0032407757826149464,1.1382623597455677e-05
0.00544712133705616,4.583403642755002e-05,24,3649,,
0.00684757623821497,7.364300836343318e-05,24,3699,,
0.006168609485030174,7.377212750725448e-05,24,3749,,
,,24,3774,0.003708365373313427,1.5835976228117943e-05
0.006591335870325565,5.874711132491939e-05,25,3799,,
0.0064804693683981895,6.045138434274122e-05,25,3849,,
0.0058743273839354515,5.0161645049229264e-05,25,3899,,
,,25,3925,0.0041142902337014675,2.1931988158030435e-05
0.0063132066279649734,5.22420450579375e-05,26,3949,,
0.0070812636986374855,7.460014603566378e-05,26,3999,,
0.005950604565441608,4.908075788989663e-05,26,4049,,
,,26,4076,0.003744416870176792,1.7011190720950253e-05
0.0058376369997859,4.319816071074456e-05,27,4099,,
0.006435400806367397,5.368181155063212e-05,27,4149,,
0.006513346452265978,6.829637277405709e-05,27,4199,,
,,27,4227,0.003960583359003067,1.9203238480258733e-05
0.006484086625277996,5.336429603630677e-05,28,4249,,
0.006598515436053276,5.322514334693551e-05,28,4299,,
0.005085338838398457,3.9122533053159714e-05,28,4349,,
,,28,4378,0.0029508695006370544,9.495855920249596e-06
0.009867990389466286,0.00011015921336365864,29,4399,,
0.007355737499892712,6.910522643011063e-05,29,4449,,
0.006792794913053513,5.615270129055716e-05,29,4499,,
,,29,4529,0.002982119098305702,1.1640986485872418e-05
0.005753911100327969,5.4943211580393836e-05,30,4549,,
0.005935450550168753,4.7810550313442945e-05,30,4599,,
0.005652351770550013,4.164962228969671e-05,30,4649,,
,,30,4680,0.0030807089060544968,1.1774077393056359e-05
0.005312348250299692,3.8692458474542946e-05,31,4699,,
0.0052618663758039474,4.06208164349664e-05,31,4749,,
0.007864687591791153,7.117401401046664e-05,31,4799,,
,,31,4831,0.007501018233597279,6.711667811032385e-05
0.008991686627268791,9.650012361817062e-05,32,4849,,
0.0053605069406330585,3.7998397601768374e-05,32,4899,,
0.0068685561418533325,6.37533375993371e-05,32,4949,,
,,32,4982,0.0041489675641059875,2.028383096330799e-05
0.004754859022796154,2.9216662369435653e-05,33,4999,,
0.004626012407243252,3.144023867207579e-05,33,5049,,
0.0047108205035328865,3.485252818791196e-05,33,5099,,
,,33,5133,0.0031159808859229088,1.0725039828685112e-05
0.005091565195471048,3.825745079666376e-05,34,5149,,
0.00603256793692708,4.850035475101322e-05,34,5199,,
0.005213308148086071,3.58880206476897e-05,34,5249,,
,,34,5284,0.00393093004822731,2.654597847140394e-05
0.008500958792865276,8.597881242167205e-05,35,5299,,
0.004969688598066568,4.012886347481981e-05,35,5349,,
0.004856653045862913,3.051839303225279e-05,35,5399,,
,,35,5435,0.003153348108753562,1.144999623647891e-05
0.006571008358150721,4.973831164534204e-05,36,5449,,
0.006485367193818092,5.8537239965517074e-05,36,5499,,
0.0060507506132125854,4.4084867113269866e-05,36,5549,,
,,36,5586,0.0021738149225711823,6.218534053914482e-06
0.006451870780438185,4.8998179408954456e-05,37,5599,,
0.008904453366994858,9.308912558481097e-05,37,5649,,
0.004411583766341209,3.492204996291548e-05,37,5699,,
,,37,5737,0.0029647289775311947,9.947762919182424e-06
0.005358378402888775,3.7101650377735496e-05,38,5749,,
0.005672144703567028,3.620151983341202e-05,38,5799,,
0.004114511888474226,2.480467810528353e-05,38,5849,,
,,38,5888,0.004166136030107737,2.16399239434395e-05
0.0051627145148813725,3.775542427320033e-05,39,5899,,
0.004629666917026043,3.1283387215808034e-05,39,5949,,
0.0061769443564116955,4.6345958253368735e-05,39,5999,,
,,39,6039,0.0035575975198298693,1.4311049199022818e-05
0.004485349170863628,2.5765266400412656e-05,40,6049,,
0.0051668379455804825,3.439344072830863e-05,40,6099,,
0.004367521498352289,2.462253178237006e-05,40,6149,,
,,40,6190,0.003303305711597204,1.261594570678426e-05
0.004365543834865093,2.7943842724198475e-05,41,6199,,
0.005496302153915167,4.013517900602892e-05,41,6249,,
0.005382433999329805,4.033541335957125e-05,41,6299,,
,,41,6341,0.002536037238314748,9.166622476186603e-06
0.00743955047801137,6.542667688336223e-05,42,6349,,
0.007308601401746273,6.476610724348575e-05,42,6399,,
0.0041600242257118225,2.7962105377810076e-05,42,6449,,
,,42,6492,0.0028263803105801344,8.499550858687144e-06
0.005875385366380215,3.961056427215226e-05,43,6499,,
0.003917732276022434,2.2693322534905747e-05,43,6549,,
0.004449531435966492,2.3911108655738644e-05,43,6599,,
,,43,6643,0.0046064360067248344,2.3949200112838298e-05
0.003966681659221649,2.2846727006253786e-05,44,6649,,
0.003947071731090546,2.1213079890003428e-05,44,6699,,
0.003639560891315341,1.5806122974026948e-05,44,6749,,
,,44,6794,0.0028049759566783905,1.0880783520406112e-05
0.004136738833039999,2.066868546535261e-05,45,6799,,
0.003970441874116659,2.3934371711220592e-05,45,6849,,
0.003948896192014217,2.4148757802322507e-05,45,6899,,
,,45,6945,0.0016309113707393408,3.020914846274536e-06
0.003941575530916452,1.9334878743393347e-05,46,6949,,
0.005310375243425369,3.443171226535924e-05,46,6999,,
0.004356391727924347,2.4134362320182845e-05,46,7049,,
,,46,7096,0.004040168132632971,1.836080991779454e-05
0.006067209877073765,3.9530288631794974e-05,47,7099,,
0.003706475952640176,2.505979318812024e-05,47,7149,,
0.0029079201631247997,1.1180559340573382e-05,47,7199,,
,,47,7247,0.002669349778443575,8.46390139486175e-06
0.004812863655388355,2.5771098080440424e-05,48,7249,,
0.0037699637468904257,1.736050398903899e-05,48,7299,,
0.008843036368489265,8.558890840504318e-05,48,7349,,
,,48,7398,0.0031306142918765545,1.2173341019661166e-05
0.004419918172061443,2.36700325331185e-05,49,7399,,
0.003856734372675419,2.140286233043298e-05,49,7449,,
0.0034985162783414125,1.720427826512605e-05,49,7499,,
0.005518895573914051,3.56845703208819e-05,49,7549,,
,,49,7549,0.0026389656122773886,8.110895578283817e-06
0.004508075304329395,2.345309803786222e-05,50,7599,,
0.004342599771916866,2.3845932446420193e-05,50,7649,,
0.004628194496035576,2.499921538401395e-05,50,7699,,
,,50,7700,0.0030202686320990324,9.486601811659057e-06
0.006238955073058605,4.29871870437637e-05,51,7749,,
0.004142587538808584,2.159602809115313e-05,51,7799,,
0.005009020678699017,2.899975879699923e-05,51,7849,,
,,51,7851,0.002157792914658785,6.708801265631337e-06
0.0037031464744359255,1.4977832506701816e-05,52,7899,,
0.004177324939519167,2.05625947273802e-05,52,7949,,
0.0032478529028594494,1.2912175407109316e-05,52,7999,,
,,52,8002,0.002383568324148655,7.891161658335477e-06
0.004261168651282787,2.2598778741667047e-05,53,8049,,
0.003277016803622246,1.2313696061028168e-05,53,8099,,
0.009828712791204453,0.0001032810760079883,53,8149,,
,,53,8153,0.002431382890790701,8.462283403787296e-06
0.0043445671908557415,3.5548495361581445e-05,54,8199,,
0.005065570585429668,3.3294221793767065e-05,54,8249,,
0.0048341513611376286,2.73765908787027e-05,54,8299,,
,,54,8304,0.0034932633861899376,1.8208931578556076e-05
0.00351655762642622,1.8407601601211354e-05,55,8349,,
0.0034537571482360363,1.647019416850526e-05,55,8399,,
0.0023459114599972963,8.504734068992548e-06,55,8449,,
,,55,8455,0.0017106879968196154,3.7008855997555656e-06
0.004443968180567026,2.3185946702142246e-05,56,8499,,
0.0034814816899597645,1.671704012551345e-05,56,8549,,
0.002616379177197814,8.46333205117844e-06,56,8599,,
,,56,8606,0.0019892770797014236,4.45826390205184e-06
0.0030471161007881165,1.2311656973906793e-05,57,8649,,
0.00280774780549109,1.0557429959590081e-05,57,8699,,
0.0030462145805358887,1.1216666280233767e-05,57,8749,,
,,57,8757,0.002321327570825815,9.920549018715974e-06
0.006897365674376488,4.9463080358691514e-05,58,8799,,
0.0024821744300425053,8.292579877888784e-06,58,8849,,
0.002820305060595274,1.3267486792756245e-05,58,8899,,
,,58,8908,0.0011986400932073593,1.7961663161258912e-06
0.0028518051840364933,1.0983194442815147e-05,59,8949,,
0.0037498692981898785,1.6602498362772167e-05,59,8999,,
0.002755887107923627,9.498466170043685e-06,59,9049,,
,,59,9059,0.0024797057267278433,6.968000889173709e-06
0.0025748363696038723,9.90660373645369e-06,60,9099,,
0.0037564304657280445,1.9539724235073663e-05,60,9149,,
0.0033517181873321533,1.3588049114332534e-05,60,9199,,
,,60,9210,0.006342050153762102,5.1426992285996675e-05
0.003119898959994316,1.276654438697733e-05,61,9249,,
0.0040911780670285225,2.0000697986688465e-05,61,9299,,
0.006046031601727009,4.242171053192578e-05,61,9349,,
,,61,9361,0.002051320858299732,4.447761057235766e-06
0.005662522278726101,3.697845750139095e-05,62,9399,,
0.006497545633465052,4.527161217993125e-05,62,9449,,
0.005981655791401863,3.93326990888454e-05,62,9499,,
,,62,9512,0.0030699698254466057,1.2591097402037121e-05
0.005241367965936661,2.993537600559648e-05,63,9549,,
0.002635596552863717,9.832871000980958e-06,63,9599,,
0.0027995293494313955,9.591110938345082e-06,63,9649,,
,,63,9663,0.0017778784967958927,4.616113074007444e-06
0.005031676031649113,3.070385355385952e-05,64,9699,,
0.0028624101541936398,9.757594852999318e-06,64,9749,,
0.003493319731205702,1.3661719094670843e-05,64,9799,,
,,64,9814,0.0020844442769885063,4.570060809783172e-06
0.0026109558530151844,7.757471394143067e-06,65,9849,,
0.0028118486516177654,1.0167499567614868e-05,65,9899,,
0.0037426480557769537,1.9996918126707897e-05,65,9949,,
,,65,9965,0.002367191482335329,6.002795544191031e-06
0.002582104876637459,9.270046575693414e-06,66,9999,,
0.0036555081605911255,1.7976582967094146e-05,66,10049,,
0.002039384562522173,6.005148861731868e-06,66,10099,,
,,66,10116,0.003306411672383547,1.3302912520885002e-05
0.00478711724281311,2.45170813286677e-05,67,10149,,
0.004421420395374298,2.4611781554995105e-05,67,10199,,
0.004398797173053026,2.242859045509249e-05,67,10249,,
,,67,10267,0.0025427471846342087,7.945046490931418e-06
0.003753808792680502,1.5348887245636433e-05,68,10299,,
0.0034061665646731853,1.4707595255458727e-05,68,10349,,
0.0032014050520956516,1.5044443898659665e-05,68,10399,,
,,68,10418,0.002548027317970991,1.252713173016673e-05
0.0031179101206362247,1.2851871360908262e-05,69,10449,,
0.0026299236342310905,9.883513484965079e-06,69,10499,,
0.0036085082683712244,1.4186693988449406e-05,69,10549,,
,,69,10569,0.0012708182912319899,2.969348997794441e-06
0.0023200404830276966,6.822739123890642e-06,70,10599,,
0.0020654648542404175,5.65305890631862e-06,70,10649,,
0.002034330042079091,5.2280879572208505e-06,70,10699,,
,,70,10720,0.0029445213731378317,1.5359219105448574e-05
0.004967134911566973,2.8228902010596357e-05,71,10749,,
0.004103377461433411,1.8596896552480757e-05,71,10799,,
0.00465967645868659,2.5606068447814323e-05,71,10849,,
,,71,10871,0.0017337778117507696,3.569458158381167e-06
0.004977672826498747,2.7766636776505038e-05,72,10899,,
0.0018326620338484645,5.786380370409461e-06,72,10949,,
0.002658651676028967,8.253478881670162e-06,72,10999,,
,,72,11022,0.001967137213796377,5.646516456181416e-06
0.003993876278400421,2.1018644474679604e-05,73,11049,,
0.0032006832771003246,1.180038907477865e-05,73,11099,,
0.005765591748058796,3.980862311436795e-05,73,11149,,
,,73,11173,0.007979213260114193,0.00011312941933283582
0.0027674073353409767,9.991682418331038e-06,74,11199,,
0.002625912893563509,9.448151104152203e-06,74,11249,,
0.002301635919138789,7.66320590628311e-06,74,11299,,
,,74,11324,0.00282646925188601,8.81410960573703e-06
0.0034982941579073668,1.3975039109936915e-05,75,11349,,
0.002286026021465659,7.3168575909221545e-06,75,11399,,
0.003488449612632394,1.4380746506503783e-05,75,11449,,
,,75,11475,0.0024993550032377243,7.309523425647058e-06
0.0028280261904001236,1.0878847206186038e-05,76,11499,,
0.00307757081463933,1.0935065802186728e-05,76,11549,,
0.0023412168957293034,7.494145393138751e-06,76,11599,,
,,76,11626,0.0020836389157921076,4.579133474180708e-06
0.005534774623811245,3.184514935128391e-05,77,11649,,
0.0019756886176764965,4.852710389968706e-06,77,11699,,
0.002272901590913534,6.0121410569990985e-06,77,11749,,
,,77,11777,0.0018257144838571548,4.087731667823391e-06
0.003360183909535408,1.2973118828085717e-05,78,11799,,
0.0019807377830147743,4.883812835032586e-06,78,11849,,
0.003906581550836563,1.734610486892052e-05,78,11899,,
,,78,11928,0.001601972384378314,3.0304470328701427e-06
0.003979912959039211,1.7932445189217106e-05,79,11949,,
0.002412484958767891,8.623022040410433e-06,79,11999,,
0.0025332393124699593,7.65397726354422e-06,79,12049,,
,,79,12079,0.0019049271941184998,5.176838840270648e-06
0.0023455522023141384,6.420497811632231e-06,80,12099,,
0.0026956810615956783,7.737580745015293e-06,80,12149,,
0.004526620730757713,2.9304872441571206e-05,80,12199,,
,,80,12230,0.00265862001106143,7.539841135439929e-06
0.001681883935816586,4.9440350267104805e-06,81,12249,,
0.00839220080524683,8.4134386270307e-05,81,12299,,
0.003528402652591467,1.43078596011037e-05,81,12349,,
,,81,12381,0.0014838441275060177,4.4792295739171095e-06
0.0041165538132190704,1.892926411528606e-05,82,12399,,
0.0023626030888408422,7.127925528038759e-06,82,12449,,
0.00272419978864491,1.1619751603575423e-05,82,12499,,
,,82,12532,0.0019340608268976212,3.8121777379274135e-06
0.0024342406541109085,9.611971108824946e-06,83,12549,,
0.0024539984297007322,8.957891623140313e-06,83,12599,,
0.001806421671062708,4.8066121962619945e-06,83,12649,,
,,83,12683,0.002860037377104163,2.3344364308286458e-05
0.004975069314241409,2.7455953386379406e-05,84,12699,,
0.004306827671825886,2.1494983229786158e-05,84,12749,,
0.0033975925762206316,1.2431320101313759e-05,84,12799,,
,,84,12834,0.0014460132224485278,2.362329951210995e-06
0.002678855787962675,8.258695743279532e-06,85,12849,,
0.0022675609216094017,8.230337698478252e-06,85,12899,,
0.002045924076810479,6.2452263591694646e-06,85,12949,,
,,85,12985,0.0012359716929495335,1.7247630239580758e-06
0.0020088402088731527,5.878910997125786e-06,86,12999,,
0.0037823435850441456,1.6085783499875106e-05,86,13049,,
0.003001187928020954,1.0377743819844909e-05,86,13099,,
,,86,13136,0.0024016748648136854,1.1740674381144345e-05
0.0018735724734142423,4.448872459761333e-06,87,13149,,
0.0020886629354208708,7.670062586839776e-06,87,13199,,
0.00242144288495183,7.910361091489904e-06,87,13249,,
,,87,13287,0.0033351792953908443,1.2309247722441796e-05
0.0032554464414715767,1.5585490473313257e-05,88,13299,,
0.0023699409794062376,8.307291864184663e-06,88,13349,,
0.0032884853426367044,1.3399701856542379e-05,88,13399,,
,,88,13438,0.00213326932862401,4.69880478703999e-06
0.0028256052173674107,9.398213478561956e-06,89,13449,,
0.0020375256426632404,5.107282049721107e-06,89,13499,,
0.0021997345611453056,5.329116902430542e-06,89,13549,,
,,89,13589,0.0019778329879045486,4.754264864459401e-06
0.0022384971380233765,6.37742141407216e-06,90,13599,,
0.003999870270490646,1.7435366316931322e-05,90,13649,,
0.0018005126621574163,3.9811202441342175e-06,90,13699,,
,,90,13740,0.002544502494856715,7.303494385269005e-06
0.002075446303933859,5.2655177569249645e-06,91,13749,,
0.0030638128519058228,1.2849117410951294e-05,91,13799,,
0.0016931104473769665,4.14191845266032e-06,91,13849,,
,,91,13891,0.001841604127548635,3.9355836634058505e-06
0.0035796405281871557,1.5157220332184806e-05,92,13899,,
0.002139374613761902,5.204030912864255e-06,92,13949,,
0.0030970326624810696,1.1557359357539099e-05,92,13999,,
,,92,14042,0.002166787162423134,4.874332262261305e-06
0.0028553269803524017,1.1561211067601107e-05,93,14049,,
0.0026297299191355705,9.4714396254858e-06,93,14099,,
0.0032107806764543056,1.5085576706042048e-05,93,14149,,
,,93,14193,0.0031805371399968863,1.0814537745318376e-05
0.0016544365789741278,4.0435352275380865e-06,94,14199,,
0.0016033535357564688,3.676536607599701e-06,94,14249,,
0.0027557038702070713,9.671392035670578e-06,94,14299,,
,,94,14344,0.001742977648973465,3.0459996196441352e-06
0.002600814215838909,9.682765266916249e-06,95,14349,,
0.00162814324721694,4.888369858235819e-06,95,14399,,
0.0026874260511249304,7.906323844508734e-06,95,14449,,
,,95,14495,0.002234390936791897,5.438610060082283e-06
0.002002585679292679,4.563875336316414e-06,96,14499,,
0.002254775259643793,8.219209121307358e-06,96,14549,,
0.0021672239527106285,6.646479050687049e-06,96,14599,,
,,96,14646,0.0011708525707945228,1.7754621239873813e-06
0.0025709467008709908,7.404631105600856e-06,97,14649,,
0.0023379060439765453,1.099082419386832e-05,97,14699,,
0.002136501483619213,5.694448191206902e-06,97,14749,,
,,97,14797,0.0016403028275817633,3.5363177630642895e-06
0.001980991568416357,4.749494110001251e-06,98,14799,,
0.002434798516333103,7.507393092964776e-06,98,14849,,
0.00199172948487103,4.5018914534011856e-06,98,14899,,
,,98,14948,0.002272106474265456,5.677381523128133e-06
0.003867529332637787,2.1754101908300072e-05,99,14949,,
0.002099898410961032,5.441520897875307e-06,99,14999,,
0.0018415938830003142,3.995038241555449e-06,99,15049,,
0.0019401258323341608,4.823296876566019e-06,99,15099,,
,,99,15099,0.0012870475184172392,1.8227028704131953e-06
